English name,species_code
Mauritius Blue-Pigeon,mabpig2
Rodrigues Blue-Pigeon,rodblp1
Madagascar Blue-Pigeon,mabpig1
Comoro Blue-Pigeon,cobpig1
Seychelles Blue-Pigeon,sebpig1
Pink-bellied Imperial-Pigeon,pbipig1
White-bellied Imperial-Pigeon,wbipig1
Mindoro Imperial-Pigeon,miipig2
Gray-headed Imperial-Pigeon,gyhimp1
Spotted Imperial-Pigeon,spipig3
Green Imperial-Pigeon,gripig1
Enggano Imperial-Pigeon,grnimp5
Nicobar Imperial-Pigeon,grnimp2
Spectacled Imperial-Pigeon,wheimp2
Seram Imperial-Pigeon,wheimp1
Elegant Imperial-Pigeon,elipig1
Pacific Imperial-Pigeon,paipig1
Red-knobbed Imperial-Pigeon,rkipig1
Micronesian Imperial-Pigeon,miipig1
Polynesian Imperial-Pigeon,poipig1
Nuku Hiva Imperial-Pigeon,marimp1
Spice Imperial-Pigeon,spipig1
Geelvink Imperial-Pigeon,spiimp2
Purple-tailed Imperial-Pigeon,ptipig1
Cinnamon-bellied Imperial-Pigeon,cbipig2
Finsch's Imperial-Pigeon,fiipig1
Rufescent Imperial-Pigeon,rufimp1
Island Imperial-Pigeon,isipig1
Pink-headed Imperial-Pigeon,phipig1
Christmas Island Imperial-Pigeon,ciipig1
Gray Imperial-Pigeon,gryimp1
Barking Imperial-Pigeon,peipig1
Chestnut-bellied Imperial-Pigeon,cbipig1
Baker's Imperial-Pigeon,baipig1
New Caledonian Imperial-Pigeon,ncipig1
Pinon's Imperial-Pigeon,piipig2
Bismarck Imperial-Pigeon,biipig1
Collared Imperial-Pigeon,coipig1
Zoe's Imperial-Pigeon,zoeimp1
Malabar Imperial-Pigeon,mouimp1
Mountain Imperial-Pigeon,moipig1
Dark-backed Imperial-Pigeon,dbipig1
Timor Imperial-Pigeon,tiipig1
Pied Imperial-Pigeon,piipig1
Yellowish Imperial-Pigeon,torimp2
Torresian Imperial-Pigeon,torimp1
Silver-tipped Imperial-Pigeon,whiimp1
Topknot Pigeon,toppig1
New Zealand Pigeon,nezpig2
Chatham Islands Pigeon,nezpig3
Sombre Pigeon,sompig2
Papuan Mountain-Pigeon,pampig2
Buru Mountain-Pigeon,lotmop1
Seram Mountain-Pigeon,lotmop2
Pale Mountain-Pigeon,pampig1
White-breasted Mesite,whbmes2
Brown Mesite,bromes1
Subdesert Mesite,submes1
Tibetan Sandgrouse,tibsan1
Pallas's Sandgrouse,palsan1
Pin-tailed Sandgrouse,pitsan1
Namaqua Sandgrouse,namsan1
Chestnut-bellied Sandgrouse,chbsan
Spotted Sandgrouse,sposan1
Black-bellied Sandgrouse,blbsan1
Yellow-throated Sandgrouse,yetsan1
Crowned Sandgrouse,crosan1
Black-faced Sandgrouse,blfsan1
Madagascar Sandgrouse,madsan1
Lichtenstein's Sandgrouse,licsan1
Double-banded Sandgrouse,dobsan1
Four-banded Sandgrouse,fobsan1
Painted Sandgrouse,paisan1
Burchell's Sandgrouse,bursan1
Great Bustard,grebus1
Arabian Bustard,arabus1
Kori Bustard,korbus1
Great Indian Bustard,indbus1
Australian Bustard,ausbus1
African Houbara,houbus1
Asian Houbara,macbus1
Ludwig's Bustard,ludbus1
Denham's Bustard,stabus1
Heuglin's Bustard,heubus1
Nubian Bustard,nubbus1
White-bellied Bustard,whbbus2
Blue Bustard,blubus1
Karoo Bustard,karbus1
Rüppell's Bustard,ruebus1
Little Brown Bustard,libbus1
Savile's Bustard,savbus1
Buff-crested Bustard,bucbus1
Red-crested Bustard,recbus1
Black Bustard,blabus3
White-quilled Bustard,whqbus1
Black-bellied Bustard,bkbbus1
Hartlaub's Bustard,harbus2
Bengal Florican,benflo2
Lesser Florican,lesflo2
Little Bustard,litbus1
Great Blue Turaco,grbtur1
Gray Go-away-bird,grygab1
Bare-faced Go-away-bird,bfgbir1
White-bellied Go-away-bird,wbgbir1
Western Plantain-eater,wesple1
Eastern Plantain-eater,easple1
Rwenzori Turaco,ruwtur2
Purple-crested Turaco,puctur2
White-cheeked Turaco,whctur1
Prince Ruspoli's Turaco,prrtur1
Violet Turaco,viotur1
Ross's Turaco,rostur1
Yellow-billed Turaco,yebtur1
Bannerman's Turaco,bantur1
White-crested Turaco,whctur2
Black-billed Turaco,blbtur1
Schalow's Turaco,schtur1
Red-crested Turaco,rectur1
Guinea Turaco,guitur1
Hartlaub's Turaco,hartur1
Fischer's Turaco,fistur1
Livingstone's Turaco,livtur1
Knysna Turaco,knytur1
Guira Cuckoo,guicuc1
Greater Ani,greani1
Smooth-billed Ani,smbani
Groove-billed Ani,grbani
Striped Cuckoo,strcuc1
Pheasant Cuckoo,phecuc1
Pavonine Cuckoo,pavcuc1
Lesser Ground-Cuckoo,legcuc1
Lesser Roadrunner,lesroa1
Greater Roadrunner,greroa
Rufous-vented Ground-Cuckoo,rvgcuc1
Scaled Ground-Cuckoo,scgcuc1
Banded Ground-Cuckoo,bagcuc1
Rufous-winged Ground-Cuckoo,rwgcuc1
Red-billed Ground-Cuckoo,rbgcuc1
Sumatran Ground-Cuckoo,sugcuc1
Bornean Ground-Cuckoo,bogcuc1
Coral-billed Ground-Cuckoo,cbgcuc1
Crested Coua,crecou1
Verreaux's Coua,vercou1
Blue Coua,blucou1
Red-capped Coua,reccou2
Olive-capped Coua,reccou3
Red-fronted Coua,refcou1
Coquerel's Coua,coqcou1
Running Coua,runcou1
Giant Coua,giacou1
Snail-eating Coua,snecou1
Red-breasted Coua,rebcou1
Buff-headed Coucal,buhcou1
Pied Coucal,piecou1
Biak Coucal,biacou1
Greater Black Coucal,grbcou1
Rufous Coucal,rufcou1
Green-billed Coucal,grbcou2
Black-faced Coucal,blfcou1
Short-toed Coucal,shtcou1
Black-hooded Coucal,blhcou1
Bay Coucal,baycou1
Gabon Coucal,gabcou1
Black-throated Coucal,bltcou1
Senegal Coucal,sencou1
Blue-headed Coucal,blhcou2
Coppery-tailed Coucal,cotcou1
White-browed Coucal,whbcou2
Burchell's Coucal,whbcou3
Sunda Coucal,suncou1
Andaman Coucal,andcou1
Greater Coucal,grecou1
Goliath Coucal,golcou1
Malagasy Coucal,madcou1
Black Coucal,blacou1
Philippine Coucal,phicou1
Lesser Coucal,lescou1
Violaceous Coucal,viocou1
Lesser Black Coucal,lebcou1
Pheasant Coucal,phecou2
Raffles's Malkoha,rafmal1
Blue Malkoha,yellow5
Green Malkoha,yellow6
Sirkeer Malkoha,sirmal1
Red-billed Malkoha,rebmal2
Chestnut-breasted Malkoha,chbmal2
Mentawai Malkoha,chbmal3
Chestnut-bellied Malkoha,chbmal1
Red-faced Malkoha,refmal1
Blue-faced Malkoha,blfmal1
Black-bellied Malkoha,blbmal1
Green-billed Malkoha,grbmal1
Yellow-billed Malkoha,yebmal1
Red-crested Malkoha,recmal1
Scale-feathered Malkoha,scfmal1
Chestnut-winged Cuckoo,chwcuc1
Great Spotted Cuckoo,grscuc1
Levaillant's Cuckoo,levcuc1
Pied Cuckoo,piecuc1
Little Cuckoo,litcuc2
Dwarf Cuckoo,dwacuc1
Ash-colored Cuckoo,asccuc1
Squirrel Cuckoo,squcuc1
Black-bellied Cuckoo,blbcuc1
Dark-billed Cuckoo,dabcuc1
Yellow-billed Cuckoo,yebcuc
Pearly-breasted Cuckoo,pebcuc1
Mangrove Cuckoo,mancuc
Cocos Cuckoo,coccuc1
Black-billed Cuckoo,bkbcuc
Gray-capped Cuckoo,gyccuc
Chestnut-bellied Cuckoo,chbcuc4
Bay-breasted Cuckoo,babcuc4
Jamaican Lizard-Cuckoo,jamlic1
Puerto Rican Lizard-Cuckoo,purlic1
Great Lizard-Cuckoo,grelic1
Hispaniolan Lizard-Cuckoo,hislic1
St. Helena Cuckoo,sthcuc1
Thick-billed Cuckoo,thbcuc1
Dwarf Koel,dwakoe1
Asian Koel,asikoe2
Black-billed Koel,bkbkoe1
Pacific Koel,asikoe3
Long-tailed Koel,lotkoe1
Channel-billed Cuckoo,chbcuc2
Asian Emerald Cuckoo,asecuc1
Violet Cuckoo,viocuc1
Dideric Cuckoo,didcuc1
Klaas's Cuckoo,klacuc1
Yellow-throated Cuckoo,yetcuc1
African Emerald Cuckoo,afecuc1
Long-billed Cuckoo,lobcuc1
Horsfield's Bronze-Cuckoo,hobcuc1
Black-eared Cuckoo,blecuc1
Rufous-throated Bronze-Cuckoo,rtbcuc1
Shining Bronze-Cuckoo,shbcuc1
White-eared Bronze-Cuckoo,webcuc1
Little Bronze-Cuckoo,libcuc1
Pied Bronze-Cuckoo,litbrc5
Pallid Cuckoo,palcuc1
White-crowned Cuckoo,whckoe1
Chestnut-breasted Cuckoo,chbcuc3
Fan-tailed Cuckoo,fatcuc1
Banded Bay Cuckoo,babcuc2
Plaintive Cuckoo,placuc1
Gray-bellied Cuckoo,placuc3
Sunda Brush Cuckoo,brucuc2
Sulawesi Brush Cuckoo,brucuc5
Moluccan Brush Cuckoo,molcuc1
Sahul Brush Cuckoo,brucuc3
Solomons Brush Cuckoo,brucuc13
Manus Brush Cuckoo,brucuc10
Dusky Long-tailed Cuckoo,dltcuc1
Olive Long-tailed Cuckoo,oltcuc1
Barred Long-tailed Cuckoo,bltcuc1
Fork-tailed Drongo-Cuckoo,asidrc2
Philippine Drongo-Cuckoo,phidrc1
Square-tailed Drongo-Cuckoo,asidrc3
Moluccan Drongo-Cuckoo,asidrc4
Moustached Hawk-Cuckoo,mohcuc1
Large Hawk-Cuckoo,larhac2
Dark Hawk-Cuckoo,larhac1
Common Hawk-Cuckoo,cohcuc1
Northern Hawk-Cuckoo,nohcuc1
Philippine Hawk-Cuckoo,phhcuc1
Hodgson's Hawk-Cuckoo,hodhac1
Malaysian Hawk-Cuckoo,malhac1
Black Cuckoo,blacuc1
Red-chested Cuckoo,reccuc1
Lesser Cuckoo,lescuc1
Sulawesi Cuckoo,suhcuc1
Indian Cuckoo,indcuc1
African Cuckoo,afrcuc1
Madagascar Cuckoo,madcuc1
Himalayan Cuckoo,himcuc1
Sunda Cuckoo,suncuc2
Common Cuckoo,comcuc
Oriental Cuckoo,oricuc2
Spotted Nightjar,sponig1
Solomons Nightjar,solnig1
New Caledonian Nightjar,necnig2
White-throated Nightjar,whtnig3
Diabolical Nightjar,dianig1
Papuan Nightjar,papnig1
Archbold's Nightjar,arcnig1
Malaysian Eared-Nightjar,malnig1
Great Eared-Nightjar,grenig1
Collared Nightjar,colnig1
Nacunda Nighthawk,nacnig1
Least Nighthawk,leanig1
Sand-colored Nighthawk,sacnig1
Lesser Nighthawk,lesnig
Common Nighthawk,comnig
Antillean Nighthawk,antnig
Short-tailed Nighthawk,shtnig1
Rufous-bellied Nighthawk,rubnig1
Band-tailed Nighthawk,batnig1
Bahian Nighthawk,bahnig1
Blackish Nightjar,blanig1
Pygmy Nightjar,pygnig1
Common Pauraque,compau
Scrub Nightjar,scrnig1
Roraiman Nightjar,rornig1
Swallow-tailed Nightjar,swtnig1
Lyre-tailed Nightjar,lytnig1
Tschudi's Nightjar,bawnig3
Todd's Nightjar,samnig1
Little Nightjar,litnig1
Cayenne Nightjar,caynig1
Spot-tailed Nightjar,sptnig1
Band-winged Nightjar,bawnig1
White-winged Nightjar,whwnig1
Sickle-winged Nightjar,siwnig1
White-tailed Nightjar,whtnig1
Ladder-tailed Nightjar,latnig1
Scissor-tailed Nightjar,sctnig2
Long-trained Nightjar,lotnig2
Jamaican Pauraque,jampau
Least Pauraque,leapau1
Eared Poorwill,earpoo1
Yucatan Poorwill,yucpoo1
Ocellated Poorwill,ocepoo1
Choco Poorwill,chopoo1
Common Poorwill,compoo
Chuck-will's-widow,chwwid
Rufous Nightjar,rufnig1
Cuban Nightjar,granig2
Hispaniolan Nightjar,granig3
Tawny-collared Nightjar,tacnig1
Yucatan Nightjar,yucnig1
Silky-tailed Nightjar,sitnig1
Buff-collared Nightjar,bucnig
Eastern Whip-poor-will,easwpw1
Dusky Nightjar,dusnig1
Mexican Whip-poor-will,souwpw1
Puerto Rican Nightjar,purnig1
Brown Nightjar,bronig1
Pennant-winged Nightjar,pewnig1
Standard-winged Nightjar,stwnig1
Red-necked Nightjar,rennig1
Jungle Nightjar,grynig2
Gray Nightjar,grynig1
Palau Nightjar,palnig1
Eurasian Nightjar,eurnig1
Sombre Nightjar,somnig1
Rufous-cheeked Nightjar,rucnig1
Egyptian Nightjar,egynig1
Nubian Nightjar,nubnig1
Sykes's Nightjar,syknig1
Golden Nightjar,golnig1
Large-tailed Nightjar,latnig2
Timor Nightjar,timnig1
Andaman Nightjar,andnig1
Mees's Nightjar,meenig1
Jerdon's Nightjar,jernig1
Philippine Nightjar,phinig1
Sulawesi Nightjar,sulnig1
Donaldson Smith's Nightjar,dosnig1
Fiery-necked Nightjar,finnig1
Montane Nightjar,monnig1
Indian Nightjar,indnig1
Madagascar Nightjar,madnig1
Swamp Nightjar,swanig1
Plain Nightjar,planig1
Star-spotted Nightjar,stsnig1
Nechisar Nightjar,necnig1
Savanna Nightjar,savnig1
Chirruping Nightjar,kaynig1
Freckled Nightjar,frenig1
Bonaparte's Nightjar,bonnig1
Salvadori's Nightjar,salnig1
Itombwe Nightjar,itonig1
Bates's Nightjar,batnig2
Long-tailed Nightjar,lotnig1
Slender-tailed Nightjar,sltnig1
Square-tailed Nightjar,sqtnig1
Rufous Potoo,rufpot1
Great Potoo,grepot1
Long-tailed Potoo,lotpot1
Common Potoo,compot1
Northern Potoo,norpot1
Andean Potoo,andpot1
White-winged Potoo,whwpot1
Oilbird,oilbir1
Tawny Frogmouth,tawfro1
Marbled Frogmouth,marfro1
Papuan Frogmouth,papfro1
Solomons Frogmouth,soifro1
Large Frogmouth,larfro1
Dulit Frogmouth,dulfro1
Philippine Frogmouth,phifro1
Gould's Frogmouth,goufro1
Sri Lanka Frogmouth,ceyfro1
Hodgson's Frogmouth,hodfro1
Sumatran Frogmouth,shtfro3
Bornean Frogmouth,shtfro2
Javan Frogmouth,javfro3
Blyth's Frogmouth,javfro2
Palawan Frogmouth,palfro1
Sunda Frogmouth,sunfro1
New Caledonian Owlet-nightjar,nconig1
Feline Owlet-nightjar,feonig1
Starry Owlet-nightjar,spaown1
Wallace's Owlet-nightjar,waonig1
Mountain Owlet-nightjar,moonig1
Moluccan Owlet-nightjar,molown1
Australian Owlet-nightjar,auonig1
Vogelkop Owlet-nightjar,barown2
Barred Owlet-nightjar,barown1
Karimui Owlet-nightjar,barown5
Black Swift,blkswi
White-chested Swift,whcswi2
Rothschild's Swift,rotswi1
Sooty Swift,sooswi1
White-fronted Swift,whfswi1
White-chinned Swift,whcswi1
Spot-fronted Swift,spfswi1
Great Dusky Swift,grdswi1
Chestnut-collared Swift,chcswi1
Tepui Swift,tepswi1
White-collared Swift,whcswi
White-naped Swift,whnswi1
Biscutate Swift,bisswi1
Philippine Spinetail,phinee1
Papuan Spinetail,papnee1
Madagascar Spinetail,malspi1
Sao Tome Spinetail,satspi1
White-rumped Spinetail,whrnee1
Mottled Spinetail,motspi1
Black Spinetail,blaspi1
Silver-rumped Spinetail,sirnee1
Sabine's Spinetail,sabspi1
Cassin's Spinetail,casspi1
Bat-like Spinetail,balspi1
Gray-rumped Swift,grrswi1
Band-rumped Swift,barswi
Costa Rican Swift,corswi
Lesser Antillean Swift,leaswi1
Pale-rumped Swift,parswi1
Chimney Swift,chiswi
Vaux's Swift,vauswi
Chapman's Swift,chaswi2
Ashy-tailed Swift,astswi1
Sick's Swift,sicswi1
Short-tailed Swift,shtswi1
White-throated Needletail,whtnee
Silver-backed Needletail,sibnee1
Brown-backed Needletail,brbnee1
Purple Needletail,purnee1
Waterfall Swift,watswi1
Pygmy Swiftlet,pygswi2
Bornean Swiftlet,cavswi3
Christmas Island Swiftlet,chiswi1
Cave Swiftlet,cavswi2
Plume-toed Swiftlet,pltswi1
Gray-rumped Swiftlet,gyrswi5
Ridgetop Swiftlet,ridswi1
Tenggara Swiftlet,tenswi1
Drab Swiftlet,draswi1
Glossy Swiftlet,gloswi1
Satin Swiftlet,satswi1
Seychelles Swiftlet,seyswi1
Mascarene Swiftlet,masswi1
Indian Swiftlet,indswi1
Moluccan Swiftlet,molswi5
Philippine Swiftlet,phiswi1
Mountain Swiftlet,mouswi2
White-rumped Swiftlet,whrswi2
Australian Swiftlet,ausswi1
Himalayan Swiftlet,himswi2
Volcano Swiftlet,volswi1
Whitehead's Swiftlet,whiswi1
Bare-legged Swiftlet,balswi1
Mayr's Swiftlet,mayswi1
Ameline Swiftlet,palswi2
Uniform Swiftlet,uniswi1
Mossy-nest Swiftlet,monswi2
Palau Swiftlet,palswi1
Mariana Swiftlet,marswi
Caroline Islands Swiftlet,caiswi1
Atiu Swiftlet,atiswi1
Tahiti Swiftlet,polswi1
Marquesan Swiftlet,marswi2
Black-nest Swiftlet,blnswi1
White-nest Swiftlet,y00731
Three-toed Swiftlet,papswi1
Scarce Swift,scaswi1
Alpine Swift,alpswi1
Mottled Swift,motswi2
Cape Verde Swift,aleswi1
Common Swift,comswi
Plain Swift,plaswi1
Nyanza Swift,nyaswi1
Pallid Swift,palswi3
African Swift,afrswi1
Forbes-Watson's Swift,fowswi1
Bradfield's Swift,braswi1
Malagasy Swift,madswi1
Pacific Swift,fotswi
Salim Ali's Swift,saaswi1
Blyth's Swift,blyswi1
Cook's Swift,cooswi1
Dark-rumped Swift,darswi1
Little Swift,litswi1
House Swift,houswi1
Horus Swift,horswi1
White-rumped Swift,whrswi1
Bates's Swift,batswi1
White-throated Swift,whtswi
White-tipped Swift,whtswi1
Andean Swift,andswi1
Lesser Swallow-tailed Swift,lstswi1
Great Swallow-tailed Swift,gstswi1
Asian Palm Swift,aspswi1
African Palm Swift,afpswi1
Malagasy Palm Swift,malpas1
Antillean Palm Swift,anpswi
Pygmy Palm Swift,pygswi1
Fork-tailed Palm Swift,ftpswi1
Crested Treeswift,cretre1
Gray-rumped Treeswift,gyrtre1
Whiskered Treeswift,whitre1
Moustached Treeswift,moutre1
Crimson Topaz,critop1
Fiery Topaz,fietop1
White-necked Jacobin,whnjac1
Black Jacobin,blkjac1
White-tipped Sicklebill,whtsic1
Buff-tailed Sicklebill,butsic1
Saw-billed Hermit,sabher1
Hook-billed Hermit,hobher2
Bronzy Hermit,broher
Rufous-breasted Hermit,rubher
Band-tailed Barbthroat,batbar1
Pale-tailed Barbthroat,patbar1
Sooty Barbthroat,soobar1
Broad-tipped Hermit,brther2
White-bearded Hermit,whbher1
White-whiskered Hermit,whwher1
Green Hermit,greher1
Tawny-bellied Hermit,tabher1
Koepcke's Hermit,koeher1
Needle-billed Hermit,nebher1
Straight-billed Hermit,stbher1
Long-billed Hermit,lobher
Mexican Hermit,mexher1
Long-tailed Hermit,lother1
Great-billed Hermit,grbher1
Pale-bellied Hermit,pabher1
Dusky-throated Hermit,duther1
Streak-throated Hermit,stther1
Little Hermit,lither2
Tapajos Hermit,lither3
Minute Hermit,minher1
Cinnamon-throated Hermit,cither1
Black-throated Hermit,bkther1
Stripe-throated Hermit,stther2
Gray-chinned Hermit,gycher1
Reddish Hermit,redher1
White-browed Hermit,whbher3
Buff-bellied Hermit,bubher1
Sooty-capped Hermit,socher1
Planalto Hermit,plaher1
Scale-throated Hermit,scther1
Green-fronted Lancebill,grflan1
Blue-fronted Lancebill,blflan1
White-throated Daggerbill,webhum3
Geoffroy's Daggerbill,webhum1
Hyacinth Visorbearer,hyavis1
Hooded Visorbearer,hoovis2
White-vented Violetear,wvvear1
Sparkling Violetear,spvear1
Brown Violetear,brvear1
Mexican Violetear,grnvie1
Lesser Violetear,lesvio1
Horned Sungem,horsun2
Tooth-billed Hummingbird,tobhum1
Purple-crowned Fairy,pucfai1
Black-eared Fairy,bkefai1
White-tailed Goldenthroat,whtgol1
Tepui Goldenthroat,tepgol1
Green-tailed Goldenthroat,grtgol1
Fiery-tailed Awlbill,fitawl1
Ruby-topaz Hummingbird,ruthum1
Jamaican Mango,jamman1
Black-throated Mango,bltman1
Green-throated Mango,grtman1
Green-breasted Mango,gnbman
Veraguan Mango,verman1
Hispaniolan Mango,antman2
Puerto Rican Mango,antman3
Green Mango,greman1
Purple-throated Carib,putcar1
Green-throated Carib,grtcar1
Orange-throated Sunangel,ortsun1
Longuemare's Sunangel,amtsun2
Merida Sunangel,amtsun4
Amethyst-throated Sunangel,amtsun3
Gorgeted Sunangel,gorsun1
Tourmaline Sunangel,tousun1
Little Sunangel,litsun1
Purple-throated Sunangel,putsun1
Royal Sunangel,roysun1
Green-backed Firecrown,grbfir1
Juan Fernandez Firecrown,juffir1
Wire-crested Thorntail,wictho2
Black-bellied Thorntail,bkbtho1
Coppery Thorntail,coptho2
Green Thorntail,gretho1
Racket-tipped Thorntail,ratcoq2
Tufted Coquette,tufcoq1
Dot-eared Coquette,doecoq1
Frilled Coquette,fricoq1
Short-crested Coquette,shccoq
Rufous-crested Coquette,ruccoq1
Spangled Coquette,spacoq1
Butterfly Coquette,fescoq2
Festive Coquette,fescoq3
Peacock Coquette,peacoq1
Black-crested Coquette,blccoq1
White-crested Coquette,whccoq1
Ecuadorian Piedtail,ecupie1
Peruvian Piedtail,perpie1
Speckled Hummingbird,spehum1
Long-tailed Sylph,lotsyl1
Violet-tailed Sylph,vitsyl1
Venezuelan Sylph,vensyl1
Red-tailed Comet,retcom1
Bronze-tailed Comet,brtcom1
Gray-bellied Comet,gybcom1
Ecuadorian Hillstar,ecuhil1
Blue-throated Hillstar,buthil1
Green-headed Hillstar,andhil2
Black-breasted Hillstar,blbhil1
Andean Hillstar,andhil3
White-sided Hillstar,whshil1
Wedge-tailed Hillstar,wethil1
Mountain Avocetbill,mouavo1
Black-tailed Trainbearer,blttra1
Green-tailed Trainbearer,grttra1
Black-backed Thornbill,blbtho1
Purple-backed Thornbill,pubtho1
Rufous-capped Thornbill,ructho1
Olivaceous Thornbill,olitho1
Blue-mantled Thornbill,blmtho1
Bronze-tailed Thornbill,brttho1
Rainbow-bearded Thornbill,rabtho1
Buffy Helmetcrest,bufhel1
Blue-bearded Helmetcrest,bubhel1
White-bearded Helmetcrest,whbhel1
Green-bearded Helmetcrest,gnbhel1
Bearded Mountaineer,beamou1
Perija Metaltail,permet1
Tyrian Metaltail,tyrmet1
Viridian Metaltail,virmet1
Violet-throated Metaltail,vitmet1
Neblina Metaltail,nebmet1
Coppery Metaltail,copmet1
Fire-throated Metaltail,fitmet1
Scaled Metaltail,scamet1
Black Metaltail,blamet1
Greenish Puffleg,grepuf1
Buff-thighed Puffleg,butpuf1
Hoary Puffleg,hoapuf1
Black-breasted Puffleg,blbpuf3
Gorgeted Puffleg,gorpuf1
Glowing Puffleg,glopuf2
Black-thighed Puffleg,bltpuf1
Turquoise-throated Puffleg,tutpuf1
Coppery-bellied Puffleg,cobpuf1
Sapphire-vented Puffleg,savpuf1
Golden-breasted Puffleg,gobpuf1
Blue-capped Puffleg,blcpuf1
Colorful Puffleg,colpuf2
Emerald-bellied Puffleg,embpuf1
Marvelous Spatuletail,marspa1
Shining Sunbeam,shisun1
White-tufted Sunbeam,whtsun1
Purple-backed Sunbeam,pubsun1
Black-hooded Sunbeam,blhsun1
Bronzy Inca,broinc1
Brown Inca,broinc2
Black Inca,blainc1
Collared Inca,colinc1
Green Inca,colinc4
Gould's Inca,colinc3
Violet-throated Starfrontlet,vitsta1
Rainbow Starfrontlet,raista1
White-tailed Starfrontlet,whtsta1
Dusky Starfrontlet,dussta1
Buff-winged Starfrontlet,buwsta1
Perija Starfrontlet,gobsta2
Golden-bellied Starfrontlet,gobsta1
Merida Starfrontlet,gobsta4
Blue-throated Starfrontlet,bltsta1
Mountain Velvetbreast,mouvel1
Sword-billed Hummingbird,swbhum1
Great Sapphirewing,gresap1
Buff-tailed Coronet,butcor1
Chestnut-breasted Coronet,chbcor1
Velvet-purple Coronet,vepcor1
White-booted Racket-tail,boorat1
Peruvian Racket-tail,boorat2
Rufous-booted Racket-tail,rubrat1
Rufous-gaped Hillstar,whthil2
Green-backed Hillstar,whthil3
Purple-bibbed Whitetip,pubwhi1
Rufous-vented Whitetip,ruvwhi1
Velvet-browed Brilliant,vebbri1
Pink-throated Brilliant,pitbri1
Rufous-webbed Brilliant,ruwbri1
Black-throated Brilliant,bltbri1
Gould's Jewelfront,goujew1
Fawn-breasted Brilliant,fabbri1
Green-crowned Brilliant,grcbri1
Empress Brilliant,empbri1
Violet-fronted Brilliant,vifbri1
Brazilian Ruby,brarub1
Giant Hummingbird,giahum1
Violet-chested Hummingbird,vichum2
Scissor-tailed Hummingbird,scthum1
Rivoli's Hummingbird,maghum1
Talamanca Hummingbird,maghum2
Long-billed Starthroat,lobsta1
Plain-capped Starthroat,plcsta
Stripe-breasted Starthroat,stbsta1
Blue-tufted Starthroat,bltsta2
Fiery-throated Hummingbird,fithum1
Green-throated Mountain-gem,gtmgem1
Green-breasted Mountain-gem,gbmgem1
Amethyst-throated Mountain-gem,amthum1
Blue-throated Mountain-gem,buthum
White-bellied Mountain-gem,wbmgem1
Purple-throated Mountain-gem,ptmgem
White-throated Mountain-gem,wtmgem1
Garnet-throated Hummingbird,gathum1
Sparkling-tailed Hummingbird,spthum1
Amethyst Woodstar,amewoo1
Peruvian Sheartail,pershe2
Short-tailed Woodstar,shtwoo1
Purple-collared Woodstar,pucwoo1
Oasis Hummingbird,oashum1
Chilean Woodstar,chiwoo1
Slender-tailed Woodstar,sltwoo1
White-bellied Woodstar,whbwoo6
Little Woodstar,litwoo5
Gorgeted Woodstar,gorwoo2
Santa Marta Woodstar,samwoo2
Esmeraldas Woodstar,esmwoo2
Rufous-shafted Woodstar,ruswoo1
Magenta-throated Woodstar,matwoo1
Purple-throated Woodstar,putwoo1
Slender Sheartail,sleshe1
Mexican Sheartail,mexshe1
Lucifer Hummingbird,luchum
Beautiful Hummingbird,beahum1
Ruby-throated Hummingbird,rthhum
Black-chinned Hummingbird,bkchum
Bahama Woodstar,bahwoo
Inagua Woodstar,inawoo2
Vervain Hummingbird,verhum1
Bee Hummingbird,beehum1
Anna's Hummingbird,annhum
Costa's Hummingbird,coshum
Calliope Hummingbird,calhum
Rufous Hummingbird,rufhum
Allen's Hummingbird,allhum
Broad-tailed Hummingbird,brthum
Bumblebee Hummingbird,bumhum
Wine-throated Hummingbird,withum1
Volcano Hummingbird,volhum1
Scintillant Hummingbird,scihum1
Glow-throated Hummingbird,glthum1
Dusky Hummingbird,dushum1
Cuban Emerald,cubeme1
Brace's Emerald,braeme2
Hispaniolan Emerald,hiseme1
Puerto Rican Emerald,pureme1
Blue-headed Hummingbird,blhhum1
Broad-billed Hummingbird,brbhum
Tres Marias Hummingbird,brbhum3
Turquoise-crowned Hummingbird,brbhum2
Golden-crowned Emerald,goceme1
Cozumel Emerald,cozeme1
Canivet's Emerald,caneme1
Blue-tailed Emerald,blteme1
Chiribiquete Emerald,chieme1
Red-billed Emerald,rebeme1
Glittering-bellied Emerald,glbeme1
Short-tailed Emerald,shteme1
Narrow-tailed Emerald,nateme2
Green-tailed Emerald,grteme1
Coppery Emerald,copeme1
Garden Emerald,gareme1
Western Emerald,weseme1
White-eared Hummingbird,whehum
Xantus's Hummingbird,xanhum
Wedge-tailed Sabrewing,wetsab1
Rufous Sabrewing,rufsab1
Violet-headed Hummingbird,vihhum1
Emerald-chinned Hummingbird,emchum1
Antillean Crested Hummingbird,anchum1
Green-crowned Plovercrest,plover3
Purple-crowned Plovercrest,plover4
Santa Marta Blossomcrown,samblo1
Tolima Blossomcrown,tolblo1
Gray-breasted Sabrewing,gybsab1
Outcrop Sabrewing,gybsab4
Diamantina Sabrewing,gybsab5
Violet Sabrewing,viosab1
Rufous-breasted Sabrewing,rubsab1
Buff-breasted Sabrewing,bubsab1
